nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-synoniemen,GGM-guid,GGM-bron,domein-iv3,domein-dcat,domein-gemma,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-synoniemen,GEMMA-bron,GEMMA-URL,GEMMA-alternate-name,GEMMA-guid,GEMMA-type,datum-tijd-export,GGM-toelichting
319,SociaalteamDossiersoort,*SociaalteamDossiersoort* is de classificatie van een *SociaalTeamDossier* die aangeeft **het type of de categorie van het dossier** binnen de context van sociale ondersteuning en casemanagement in een sociaal team.,Class,,{E81990BA-1B6E-4e2a-9910-1E02CDDD53A6},,Sociale Teams,,,,,,,,,,,,20022026-121457,
320,Dakloosheid,Informatie met betrekking tot dakloosheid,Class,,{A0F8E790-518A-4717-88C2-1143DE9F944A},,Dak- en thuislozen,,,,,,,,,,,,20022026-121457,
321,Categorie,Categorie waarop leveranciers zich voor de levering van personeel voor kunnen kwalificeren,Class,,{9EC6B40B-0C87-4453-B567-E0D3572F86AF},,Afval,,,,,,,,,,,,20022026-121457,
322,Container,Container voor het gescheiden inzamelen van huishoudelijke afvalstoffen dwz afvalstoffen afkomstig uit particuliere huishoudens behoudens voor zover het ingezamelde bestanddelen van die afvalstoffen betreft die zijn aangewezen als gevaarlijke afvalstoffen,Class,,{7D3D98F0-664C-4605-9D95-F68C88ECBA9A},,Afval,,,,,,,,,,,,20022026-121457,
323,Containertype,Typologie van container,Class,,{0A7769C7-FE3E-45eb-A644-22E5CB207B42},,Afval,,,,,,,,,,,,20022026-121457,
324,Fractie,"Onderdeel, deeltje",Class,,{80A7D18F-7C7E-4ee6-9F07-055559BCEF9F},,Afval,,,,,,,,,,,,20022026-121457,
325,Locatie,"Locaties die worden aangedaan tijdens het rijden van een route. Dit kunnen adressen zijn en/of GML-punten met een x- en y-coordinaat. Avalex hanteert op het moment van schrijven alleen adressen, ook voor de containers.",Class,,{7F4E17A3-0EC2-4bee-B4E0-BFA26D653EB9},,Afval,,,,,,,,,,,,20022026-121457,
326,Melding,"De betekenisvolle formulering van een waargenomen feit, waaraan een waarde kan worden toegekend",Class,,{8A02DCF5-E568-4d45-96A2-FD4FB53F414C},,Afval,,,,,,,,,,,,20022026-121457,
327,Milieustraat,Een locatie die specifiek bestemd is voor het brengen van gescheiden huishoudelijk afval en grofvuil.,Class,,{1638F2AF-F1E8-4360-BA47-D975F2135168},,Afval,,,,,,,,,,,,20022026-121457,
328,Ophaalmoment,Een stop die een vuilniswagen maakt tijdens het doen van een rit. Bijgehouden wordt de gewichtstoename van de lading,Class,,{9079F098-1084-4484-ACCC-6C6C07043193},,Afval,,,,,,,,,,,,20022026-121457,
329,Pas,"klein kaartje met je naam en soms je foto erop, dat je toegang geeft tot bepaalde diensten",Class,,{F6D7A83B-30BC-44f4-91E2-74C04DCE87AE},,Afval,,,,,,,,,,,,20022026-121457,
330,Prijsafspraak,Overeenkomst tussen concurrenten met betrekking tot de prijs van goederen of diensten. ,Class,,{21BBA828-AAE0-4785-9E44-45C1B866C882},,Afval,,,,,,,,,,,,20022026-121457,
331,Prijsregel,"Een *prijsregel* is een **regel die aangeeft hoe de prijs van een product, dienst of prestatie wordt vastgesteld of toegepast**, bijvoorbeeld binnen een declaratie- of tariefstructuur.",Class,,{E79C6C20-3D05-49fb-96ED-105B5CD0ABA5},,Afval,,,,,,,,,,,,20022026-121457,
332,Rit,Verplaatsing van een wegvoertuig over een wegpad,Class,,{832DA9A0-0E64-4d41-8266-38418B095919},,Afval,,,,,,,,,,,,20022026-121457,
333,Route,"Routes die gereden worden om bepaalde fracties vuilnis op te halen. Routes gaan langs locaties, waar afhankelijk van de routesoort een containers, bepaalde plekken of adressen worden aangedaan.

 huis-aan-huis: er worden locaties met adressen aangedaan
 illegale dumping, grofvuil: er worden locaties aangedaan (evt met adres)
 containters: er worden locaties met containers aangedaan
",Class,,{55A58838-3877-4e76-B5BF-26C68FAD463D},,Afval,,,,,,,,,,,,20022026-121457,
334,Storting,"Activiteit, inhoudende a. het zich ontdoen van stoffen ",Class,,{15910FE7-D323-45ff-AA7F-CE3C636CE953},,Afval,,,,,,,,,,,,20022026-121457,
335,Vuilniswagen,Een vrachtwagen die gebruikt wordt om afval in te zamelen bij bedrijven en huishoudens (huisvuil),Class,,{9A422266-783E-4f48-9B12-F442C1B22A45},,Afval,,,,,,,,,,,,20022026-121457,
336,Vulgraadmeting,Mate waarin een (afval)container gevuld is,Class,,{3650DB98-AC7B-46c0-A607-C54D69E38E42},,Afval,,,,,,,,,,,,20022026-121457,
337,Aansluitput,Type put met de functie aansluitleidingen aansluiten,Class,,{401EC4C0-809B-48F0-9646-0F646A8F1AE},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
338,Afvalbak,"Inzamelobject voor afval in de openbare ruimte dat handmatig kan worden leeggemaakt.
Toelichting: Inzamelobject voor afval in de openbare ruimte dat handmatig kan worden leeggemaakt.",Class,,{58EF1415-6ACB-412B-9C3E-E390BB2AE3B},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
339,Bak,"Object met een permanent karakter dat dient om iets in te bergen of te verzamelen. (bron: definities.geostandaarden.nl)
Synoniemen: Bak",Class,,{6B54FE2F-9897-47DA-863C-5A931E89B2D},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
340,Bank,"Aaneengesloten zitplaats voor verscheidene personen, bedoeld voor openbaar gebruik en geplaatst in de openbare ruimte (vnl. in parken, plantsoenen, bossen en langs wegen).",Class,,{83F95133-4D59-4B1F-B5DD-6055DA2C007},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
341,Beheerobject,Verzamelobject - niveau 1,Class,,{E060DC30-E4F2-4794-A16E-7207032E250},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
342,Bemalingsgebied,"Een rioleringsgebied waaruit het afvalwater door een gemaal wordt verwijderd.
Toelichting: Een rioleringsgebied waaruit het afvalwater door een gemaal wordt verwijderd",Class,,{A1EE11DF-4EEA-409A-8E43-F108DC0BF96},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
343,Bergingsbassin,"Een gesloten reservoir waarin het afvalwater tijdelijk wordt opgevangen
Synoniemen: Retentiebassin, bufferbassin",Class,,{55C683B9-3F66-4E21-B0C1-66E664837CA},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
344,Boom,"Een houtachtig gewas (loofboom of conifeer) met een wortelgestel en een enkele, stevige, houtige stam, die zich boven de grond vertakt.
Toelichting: Een houtachtig gewas (loofboom of conifeer) met een wortelgestel en een enkele, stevige, houtige stam, die zich boven de grond vertakt.",Class,,{83A942F7-5291-42F0-AFB1-9A57D0FB2F1},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
345,Bord,"Paneel waarop (statische) informatie wordt afgebeeld, verwoord in tekst, pictogram of code.",Class,,{40BD01ED-180A-4644-AB10-4C94C891A45},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
346,Bouwwerk,"Met de aarde verbonden duurzaam bouwwerk, dat niet valt onder de definities van een pand of kunstwerk  (bron: definities.geostandaarden.nl)",Class,,{FFA16BB2-FA5A-49F1-B3E8-794499B0278},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
347,Brug,"Kunstwerk over een waterweg, watergang of waterloop, bestaande uit een brugdek gesteund door pijlers en/of landhoofden.",Class,,{B56B8C37-AA54-4266-B96B-C466946D1C3},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
348,Drainageput,"Put welke toegang geeft naar een poreuze of geperforeerde buisleiding, aangebracht onder de grond om de afwatering van de grond te verbeteren.",Class,,{01343EF1-EF8E-4FB1-9A58-8E885304D55},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
349,Ecoduct,"Wildwissel in de vorm van een viaduct voor passages van dieren over een weg of spoorweg. IMGeo
Synoniemen: Natuurbrug, Faunabrug, Ecobrug, Ecopassage, Natuurpassage
Toelichting: Opheffen van barriÃ¨res en de migratie van fauna mogelijk maken tussen of binnen leefgebieden en populaties.",Class,,{812B8374-F08E-47F6-881D-309B7D23FD4},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
350,Fietsparkeervoorziening,Een duurzaam verankerd rek in de openbare ruimte voor het stallen van fietsen,Class,,{CA558CCA-4DF7-458A-B8BF-AEA0E428489},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
351,Filterput,Put met een filterconstructie voor het onttrekken van grondwater. Kan ook beschouwd worden als een soort drainagevoorziening.,Class,,{6E949D6F-0A40-4BB7-B655-5EF4B8BBA4D},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
352,Flyover,Kunstwerk in de vorm van een viaduct dat deel uitmaakt van een verkeersbaan en waarmee een verkeersstroom over twee of meer ongelijkvloerse verkeersstromen wordt geleid.,Class,,{12F592F4-8E38-49B7-8DEF-F9B84A874BB},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
353,FunctioneelGebied,Begrensd en benoemd gebied dat door een functionele eenheid beschreven wordt.   (bron: definities.geostandaarden.nl),Class,,{43DD67FD-75F0-4FE0-90F0-DB49048F14C},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
354,Geluidsscherm,Een scheiding bedoeld om geluidshinder in de buitenlucht te verminderen. (IMGeo),Class,,{DD64F32C-3273-4E23-9A61-FCC8EC93977},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
355,Gemaal,Een constructie ten behoeve van het verplaatsen van water,Class,,{5D70E69A-2A35-4088-886E-32C0B07275C},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
356,Groenobject,"Kleinste functioneel onafhankelijk stukje van een terrein dat er binnen het objecttype Terrein van NEN 3610 wordt onderscheiden, met aaneengesloten vegetatie.",Class,,{B4935E75-46CA-414D-949D-30A8B801FD5},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
357,Infiltratieput,"Een put met waterdoorlatende wanden bestemd voor de inzameling van hemelwater, waarbij het hemelwater door middel van infiltratie door de wanden kan worden afgevoerd",Class,,{D9ACE9BA-F13C-4EEB-8DD8-73A7E0043DB},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
358,Installatie,Samenhangend systeem dat een bepaald doel dient.,Class,,{A143A97F-28C5-4B56-90F8-4773481A034},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
359,Kademuur,"Verticale wand ter scheiding van land en water, opgebouwd uit een muur van gemetselde stenen of gestort beton. (bron: definities.geostandaarden.nl)",Class,,{22C76A86-D969-464E-87CD-53466BD75FC},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
360,Kast,Object met een permanent karakter dat dient om iets in te bergen en te beschermen.,Class,,{E89ECEBE-796F-4CB7-9E9F-860EBC21B4B},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
361,Keermuur,"Muur die door vorm, gewicht en fundering zonder verankering de grond keert, vaak van beton met L-vormige doorsnede.  Een keermuur of keerwand is een stijf, grond- of waterkerend kunstwerk dat door een groot gewicht en een brede voet een grote standzekerheid kan bereiken. Een keermuur is meestal van gewapend beton, maar er kan ook ander materiaal gebruikt worden. (IMGeo)
Synoniemen: Keerwand, klip",Class,,{D629609F-088E-4504-99BB-C45F0EA633F},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
362,Klimplant,"Plant met buigzame stengels die zich op diverse manieren aan muren, bomen of constructies hecht en zodoende omhoog klimt.
Toelichting: Plant met buigzame stengels die zich op diverse manieren aan muren, bomen of constructies hecht en zodoende omhoog klimt.",Class,,{ABB1E33A-C934-4123-98B0-2D52349E456},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
363,Kolk,"Een reservoir bestemd voor de opvang van hemelwater afkomstig van erop aangesloten oppervlakken, het laten bezinken van in dit water meegevoerde bezinkbare stoffen en de afvoer van dit water naar een rioolstelsel of naar de ondergrond.
Synoniemen: Afvoerput",Class,,{E6AFE8F7-95A7-4A0C-A6E8-F6D2091FB8B},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
364,Kunstwerk,"Civiel-technisch werk voor de infrastructuur van wegen, water, spoorbanen, waterkeringen en/of leidingen en niet bedoeld voor permanent menselijk verblijf. http://definities.geostandaarden.nl",Class,,{71BCDE9D-88C2-4519-8105-028E40898AB},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
365,Leiding,Een geheel van geleiders welke voorzien zijn van één ommanteling en bestemd is voor transport van materie,Class,,{4223240C-8786-4D44-889E-9F54BA39A83},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
366,Leidingelement,Een object dat bij een leiding behoort.,Class,,{4C52CC53-82F2-4B54-AA5F-B75FA00E9FF},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
367,Mast,"Draagconstructie, bestaande uit een verticale buispaal, die wordt gebruikt om iets op hoogte te brengen.",Class,,{CDF116D4-B5B9-4D01-8A5B-4FFB08CEE00},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
368,Meubilair,"De verzameling van ruimtelijke objecten ter inrichting van de openbare ruimte of terreinen.
Een ruimtelijk object ter inrichting van de openbare ruimte.",Class,,{61526934-9D0C-4A07-8C5D-17F60E1A467},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
369,Overbruggingsobject,"Onderdeel van een beweegbare of vaste verbinding tussen twee punten, die door water, een weg of anderszins gescheiden zijn, dat essentieel is voor de constructie .",Class,,{6B907CEB-2CBE-4886-9D3E-215F5D7E00A},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
370,Overstortconstructie,Een constructie voorzien van een overstortdrempel met een ontworpen drempelbreedte en -hoogte.,Class,,{845EC5C5-7B96-4999-9659-5617436D269},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
371,Paal,"Langwerpig stuk hout, ijzer, steen enz., dat in de grond staat.",Class,,{6B8DBBFB-03D7-4FD7-BBAB-3E7FBE60D97},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
372,Pomp,Een technische installatie die het (afval) water onder druk transporteert.,Class,,{01E06F2E-E561-4D6E-8625-2D0F284BE88},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
373,Put,"Verticale waterdichte constructie, toegepast om leidingen aan te sluiten, van richting of niveau te veranderen, om toegang te verschaffen aan personeel en/of apparatuur voor inspectie en onderhoud, en om beluchting en ventilatie mogelijk te maken",Class,,{B7168388-9EB9-4C95-B35E-1BA2660849E},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
374,Putdeksel,"Deksel met als functie het afdekken van een put (GWSW). Dekt meestal de opening van een rioolput af, is meestal rond,  van zwaar metaal, soms van kunststof.",Class,,{F111E740-26A6-477B-935D-CA5570D4FC8},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
375,Rioleringsgebied,"Het gebied waarbinnen één of meerdere inliggende rioolstelsel(s) het afvalwater naar één gemaal of overnamepunt transporteert/teren. Een rioleringsgebied kan een enkelvoudig gebied zijn, maar kan ook meerdere rioleringsgebieden omvatten. Een gebied is zodanig gekozen dat het voldoende inzicht geeft in de belasting van oppervlaktewater en overnamepunt.
Toelichting: Het gebied waarbinnen één of meerdere inliggende rioolstelsel(s) het afvalwater naar één gemaal of overnamepunt transporteert/teren. Een rioleringsgebied kan een enkelvoudig gebied zijn, maar kan ook meerdere rioleringsgebieden omvatten. Een gebied is zodanig gekozen dat het voldoende inzicht geeft in de belasting van oppervlaktewater en overnamepunt.",Class,,{3252585C-4FAB-4EC1-9BA6-F51EAFF271D},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
376,Rioolput,Constructie toegang gevend tot het rioolstelsel,Class,,{095ECF95-3717-43EC-BC36-8E23E692DEF},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
377,Scheiding,"Kunstmatig, meestal lineair obstakel met een werende functie.",Class,,{C538C222-0FA4-43EE-BF06-9512A484A57},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
378,Sensor,"Apparaat voor de meting van een fysieke grootheid (bijv. temperatuur, licht, druk, elektriciteit).",Class,,{4B32C511-77E9-4ABD-8C02-6F9F336A7A9},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
379,SolitairePlant,"Plant, heester of siergras, te beheren als solitair beplantingselement.",Class,,{F349D291-F25B-4258-A008-00082F932BE},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
380,Speelterrein,"Geheel van begroeiing verharding opstallen en speelwerktuigen bedoeld als speelplaats voor kinderen.
Synoniemen: Speelplek, Speelgelegenheid",Class,,{941A17C1-A2B2-4CD1-8991-08B0EBCF0C2},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
381,Speeltoestel,"Toestel en structuren, met inbegrip van componenten en constructieve onderdelen, waarmee of waarop kinderen binnen of buiten kunnen spelen, individueel of gezamenlijk, volgens hun eigen spelregels of beweegredenen, die te allen tijde kunnen worden gewijzi
Synoniemen: Speelvoorziening",Class,,{4EFB3A19-E491-469F-AA96-DEBED9C1BE4},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
382,Sportterrein,"Terrein mogelijk met groenvoorziening, verharding en bebouwing bestemd voor sportbeoefening.
Synoniemen: Sportveld",Class,,{A5A43927-9633-4584-865B-78AE4486E5B},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
383,Stuwgebied,Een deelgebied van een bemalingsgebied waarvan de afvoer via een stuwput of stuwriool wordt beperkt.,Class,,{CEF4E497-01A1-4B4F-A509-D18945A3311},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
384,Terreindeel,"Kleinste functioneel onafhankelijk stukje van een terrein, dat er binnen het objecttype Terrein van NEN 3610 wordt onderscheiden, met of zonder aaneengesloten vegetatie.",Class,,{E9091F41-09F6-42D6-9295-8FE1CA54198},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
385,Tunnelobject,"Onderdeel van een kunstmatig aangelegde, kokervormige onderdoorgang dat essentieel is voor de constructie.",Class,,{906C9BA6-762D-4B15-94A3-6D8F2D8B922},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
386,Uitlaatconstructie,Het eindpunt van een rioolleiding waar uitstroming van afvalwater uit het rioolstelsel naar het oppervlaktewater mogelijk is.,Class,,{A5EEDFA7-48FF-4E7F-B5BF-4A809130A3D},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
387,Vegetatieobject,Verzamelobject van alle vegetatieobjecten - niveau 2,Class,,{761406D1-87BC-4DC1-B1B7-BD3BB7AB54A},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
388,Verhardingsobject,"Verharde lagen van een weglichaam, speel- en sportondergronden en onbegroeid terreindelen inclusief de fundering.",Class,,{47F12418-C5F8-44E0-8EC6-3D0C5993372},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
389,Verkeersdrempel,"Verhoging in de rijbaan, bedoeld om het gemotoriseerde verkeer met een lage(re) snelheid te laten rijden. Toelichting: Sinds ongeveer 2000 beschikt de Nederlandse wegenbouw over technische mogelijkheden om drempels uit te voeren in een doorlopende asfaltverharding en dan zodanig dat deze een specifieke snelheid uitlokken bij circa 80 procent van het gemotoriseerde verkeer.",Class,,{D20F86EE-C4B5-497D-BED0-34B7509121E},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
390,Verlichtingsobject,Paal of mast waaraan openbare verlichting is bevestigd.,Class,,{8CD4C799-C403-41B6-B409-06D37398E31},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
391,Viaduct,"Kunstwerk over een weg, spoorweg of terreinverdieping, bestaande uit een dek gesteund door pijlers en/of landhoofden.",Class,,{4824C467-3BF6-45C2-BD8B-03F04CEBCA9},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
392,Waterinrichtingsobject,Een ruimtelijk object ter inrichting van het water.,Class,,{0DCEE6C7-87BC-498C-A02A-25271DB1BC9},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
393,Waterobject,"Kleinste functioneel onafhankelijk stukje water met gelijkblijvende, homogene eigenschappen en relaties dat er binnen het objecttype Water van NEN 3610 wordt onderscheiden en dat permanent met water bedekt is. (imgeo.geostandaarden.nl)",Class,,{81CBE022-0D94-4377-82CA-3AA12937FE8},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
394,Weginrichtingsobject,Een ruimtelijk object dat dient voor de inrichting van de openbare weg.,Class,,{7F3202B1-9A3B-4E02-B4F4-31EBCE6B8DE},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
395,Actie,"Kleinst mogelijke eenheid van werk die zinvol onderscheiden kan worden, uitgevoerd door een persoon of machine op 1 plek op 1 moment.",Class,,{DDE9A5B3-1E56-4058-8D12-A774F43B5D26},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
396,Areaal,"Het verspreidingsgebied van een een soort, een levensgemeenschap of een biotooptype.",Class,,{9507EE24-6397-4a9c-B478-8C2899EC0BFB},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
397,CROW-Melding,BOR-MELD is een CROW-standaard voor het vastleggen van meldingen. ,Class,,{4A8E659E-F088-446d-8614-BA31B106A417},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
398,Deelplan/Veld,,Class,,{EC994E7D-E6D1-4243-BA96-38DB7454ECEF},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
399,Fase/Oplevering,,Class,,{7FA358CC-1160-490b-A543-D5ED69A558D2},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
400,Geo-Object,"Abstractie van een fenomeen in de werkelijkheid, dat direct of indirect is geassocieerd met een locatie relatief ten opzichte van de aarde. [NEN 3610:2011]",Class,,{05B355EF-39EA-4bfb-B1F3-AB31841C986E},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
401,Grondbeheerder,"Beheerder van grondgrondbeheer., oplossing voor duurzaam landbeheer en voedselproductie",Class,,{B53EC85A-C731-4fb6-8379-7D11802273B2},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
402,Inspectie,"het inwinnen, verwerken en interpreteren van informatie met het doel om de momentane toestand van de boezemkade vast te stellen.",Class,,{C73E52A5-F66E-47f0-8DEA-467A54F64DD2},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
403,KadastraleMutatie,Wijziging in de kadatrale registratie,Class,,{5DC6EA71-272C-4392-BA5E-5C97DC3CA9D9},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
404,Kwaliteitscatalogus Openbare Ruimte,"zie https://www.crow.nl/publicaties/kwaliteitscatalogus-openbare-ruimte-2018
",Class,,{2C6C809D-28B0-4037-BBFA-3E438A2DF81D},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
405,Kwaliteitskenmerken,"Aanduiding van de hoedanigheid van uitvoering, bewerking en representativiteit van een meting, volgens een overeengekomen waarderingsschaal.",Class,,{0754CC1D-48C7-4275-B909-BFB747BCFCD8},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
406,Logboek,Registratie waarin gebeurtenissen worden bijgehouden.,Class,,{B1D48EFB-81E7-420d-A080-5B4C01798FFB},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
407,Melding,"De betekenisvolle formulering van een waargenomen feit, waaraan een waarde kan worden toegekend",Class,,{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
408,MeldingOngeval,Aangifte vna een ongeval,Class,,{A888F22C-45E9-4494-BA66-533FB1F6C37E},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
409,MOOR-melding,Meldingsproces rondom werkzaamheden aan kabels en leidingen.,Class,,{30D5F6E6-DE8D-46b6-AC8A-6CA1391ADFF7},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
410,Omgevingsvergunning,Vergunning als bedoeld in afdeling 5.1 van de Omgevingswet,Class,,{053B594A-5E45-4413-9339-D2D026ECCE20},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
411,Onderhoud,Maatregelen om de functionele kwaliteit in stand te houden of te herstellen en dus de levensduur van een (object)onderdeel te realiseren c.q. te verlengen.,Class,,{960BB2E0-C17F-4c89-90DD-3006CC5F0F75},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
412,Opbreking,Vorm van wegwerkzaamheid ,Class,,{1EBA6DEB-268D-4339-86C9-7C1BA218A7A0},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
413,Proces-verbaal-MOOR-melding,Officieel op papier gesteld verslag met betrekking tot heen MOOR-melding,Class,,{2587938E-CF7F-499b-BB21-9CB8BBCC1DD2},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
414,Schouwronde,Activiteit om te controleren of de opdrachtnemer aan de afspraken voldoet.,Class,,{B011D584-1E66-4a21-A9C4-C922A8763AB2},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
415,Storing,Verlies van de mogelijkheid om volgens een specificatie te werken of om het vereiste resultaat te leveren.,Class,,{0EF67A8B-AEBE-4a00-B1EF-2EFD0DCC9F5D},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
416,Taak,Een samenhangende set activiteiten.,Class,,{0621D6BE-A680-4aad-890D-78684F2266B0},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
417,Uitvoerder Graafwerkzaamheden,Degene die op de bouwlocatie van een project de leiding heeft met betrekking tot de graafwerkzaamheden,Class,,{BBE1DC54-1482-4650-BB7F-930DDB823E09},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
418,Verkeerslicht,"Lichten die aangeven dat je moet stoppen, dat je mag doorrijden, of die je waarschuwen voor gevaar. ",Class,,{620FF102-974C-43a6-A6A0-79BB71E8580D},,Beheer Openbare Ruimte,,,,,,,,,,,,20022026-121457,
419,Gebouw,Een complex van ruimten uitsluitend bedoeld voor de huisvesting van een afzonderlijk huishouden,Class,,{681DB26F-D779-4796-B467-576E5A25F581},,Bouwen en Wonen,,,,,,,,,,,,20022026-121457,
420,Huurwoningen,"Wen woning die de bewoner huurt van de eigenaar, veelal een woningcorporatie of een particulier.",Class,,{E0F7D3A0-46C8-4e70-AA10-3888B60D14C0},,Bouwen en Wonen,,,,,,,,,,,,20022026-121457,
421,Koopwoningen,Een woning die eigendom is van een particulier (in het algemeen de bewoner van de woning).,Class,,{7FECB5B2-E6CB-4637-9FD4-6EBA2CA96BBA},,Bouwen en Wonen,,,,,,,,,,,,20022026-121457,
422,Plan,Project waarin woningen worden gerealiseerd,Class,,{D857E285-1EA3-4ba3-9614-5FACAC8BA133},,Bouwen en Wonen,,,,,,,,,,,,20022026-121457,
423,Projectleider,De persoon die een project aanstuurt,Class,,{888BBB4F-BEBA-4b9a-BB2E-0E1F2A3606DF},,Bouwen en Wonen,,,,,,,,,,,,20022026-121457,
424,Projectontwikkelaar,Een persoon of een firma die een project ontwikkelt voor financieel gewin.,Class,,{6BBB2AE0-6F42-4676-8C6C-E727032F5F47},,Bouwen en Wonen,,,,,,,,,,,,20022026-121457,
425,Studentenwoningen,Een woning waar uitsluitend (meerdere) studenten (of soms ook werkende jongeren) een woongemeenschap vorme,Class,,{98C74EAB-3411-4d1a-8321-FF30567B6877},,Bouwen en Wonen,,,,,,,,,,,,20022026-121457,
